gene_ids,feature_id,feature_types,genome,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,n_cells,feature_name
ENSG00000187514,ENSG00000187514,Gene Expression,GRCh38,278,0.085838154,0.082352184,91.96531791907515,297.0,5.6970935,278,PTMA
ENSG00000156973,ENSG00000156973,Gene Expression,GRCh38,766,0.25260115,0.2252223,77.86127167630057,874.0,6.774224,766,PDE6D
ENSG00000144524,ENSG00000144524,Gene Expression,GRCh38,1767,0.7803468,0.5768082,48.930635838150295,2700.0,7.901377,1767,COPS7B
ENSG00000163273,ENSG00000163273,Gene Expression,GRCh38,306,0.10635838,0.10107388,91.15606936416185,368.0,5.9107966,306,NPPC
ENSG00000144535,ENSG00000144535,Gene Expression,GRCh38,1220,0.45751446,0.37673256,64.73988439306359,1583.0,7.3677087,1220,DIS3L2
ENSG00000221944,ENSG00000221944,Gene Expression,GRCh38,182,0.054046243,0.05263632,94.73988439306358,187.0,5.236442,182,TIGD1
ENSG00000135930,ENSG00000135930,Gene Expression,GRCh38,1907,0.932659,0.65889674,44.884393063583815,3227.0,8.079618,1907,EIF4E2
ENSG00000115468,ENSG00000115468,Gene Expression,GRCh38,1367,0.5630058,0.44661075,60.49132947976879,1948.0,7.575072,1367,EFHD1
ENSG00000204120,ENSG00000204120,Gene Expression,GRCh38,2257,1.2416185,0.80719817,34.76878612716763,4296.0,8.365672,2257,GIGYF2
ENSG00000168918,ENSG00000168918,Gene Expression,GRCh38,1025,0.4020231,0.33791625,70.37572254335261,1391.0,7.238497,1025,INPP5D
ENSG00000085978,ENSG00000085978,Gene Expression,GRCh38,1285,0.5147399,0.41524372,62.861271676300575,1781.0,7.4854918,1285,ATG16L1
ENSG00000077044,ENSG00000077044,Gene Expression,GRCh38,741,0.25780347,0.22936693,78.58381502890174,892.0,6.7945867,741,DGKD
ENSG00000085982,ENSG00000085982,Gene Expression,GRCh38,1913,0.9395954,0.6624794,44.710982658959544,3251.0,8.087026,1913,USP40
ENSG00000167165,ENSG00000167165,Gene Expression,GRCh38,80,0.023699421,0.023422949,97.6878612716763,82.0,4.4188404,80,UGT1A6
ENSG00000244474,ENSG00000244474,Gene Expression,GRCh38,58,0.017630057,0.01747645,98.32369942196532,61.0,4.1271343,58,UGT1A4
ENSG00000144481,ENSG00000144481,Gene Expression,GRCh38,1775,1.8465317,1.0461013,48.699421965317924,6389.0,8.762489,1775,TRPM8
ENSG00000188042,ENSG00000188042,Gene Expression,GRCh38,1200,0.4867052,0.3965624,65.3179190751445,1684.0,7.4295206,1200,ARL4C
ENSG00000130147,ENSG00000130147,Gene Expression,GRCh38,1837,1.0893064,0.73683214,46.90751445086705,3769.0,8.23483,1837,SH3BP4
ENSG00000157985,ENSG00000157985,Gene Expression,GRCh38,1459,0.6052023,0.4732498,57.832369942196536,2094.0,7.647309,1459,AGAP1
ENSG00000132321,ENSG00000132321,Gene Expression,GRCh38,106,0.03236994,0.031857073,96.9364161849711,112.0,4.727388,106,IQCA1
ENSG00000144476,ENSG00000144476,Gene Expression,GRCh38,579,0.18815029,0.17239772,83.26589595375722,651.0,6.4800444,579,ACKR3
ENSG00000198612,ENSG00000198612,Gene Expression,GRCh38,1287,0.49046242,0.39908642,62.80346820809248,1697.0,7.4372063,1287,COPS8
ENSG00000163359,ENSG00000163359,Gene Expression,GRCh38,3131,3.2751446,1.4528179,9.50867052023121,11332.0,9.335474,3131,COL6A3
ENSG00000115648,ENSG00000115648,Gene Expression,GRCh38,2704,4.599133,1.7226118,21.849710982658955,15913.0,9.674954,2704,MLPH
ENSG00000124839,ENSG00000124839,Gene Expression,GRCh38,169,0.052601155,0.05126439,95.11560693641619,182.0,5.209486,169,RAB17
ENSG00000124831,ENSG00000124831,Gene Expression,GRCh38,1072,0.39104047,0.33005202,69.01734104046243,1353.0,7.2108183,1072,LRRFIP1
ENSG00000132329,ENSG00000132329,Gene Expression,GRCh38,2354,1.2783237,0.82343996,31.965317919075144,4423.0,8.394799,2354,RAMP1
ENSG00000132330,ENSG00000132330,Gene Expression,GRCh38,490,0.15982659,0.1482705,85.83815028901734,553.0,6.317165,490,SCLY
ENSG00000144488,ENSG00000144488,Gene Expression,GRCh38,57,0.016763005,0.016624058,98.35260115606937,58.0,4.0775375,57,ESPNL
ENSG00000168427,ENSG00000168427,Gene Expression,GRCh38,83,0.024277456,0.023987442,97.60115606936417,84.0,4.4426513,83,KLHL30
ENSG00000132323,ENSG00000132323,Gene Expression,GRCh38,1901,0.8919075,0.6375856,45.05780346820809,3086.0,8.034955,1901,ILKAP
ENSG00000144485,ENSG00000144485,Gene Expression,GRCh38,114,0.03352601,0.032976266,96.70520231213872,116.0,4.762174,114,HES6
ENSG00000132326,ENSG00000132326,Gene Expression,GRCh38,1162,0.4713873,0.3862057,66.41618497109828,1631.0,7.3975616,1162,PER2
ENSG00000204104,ENSG00000204104,Gene Expression,GRCh38,1831,0.8202312,0.5989635,47.080924855491325,2838.0,7.951207,1831,TRAF3IP1
ENSG00000065802,ENSG00000065802,Gene Expression,GRCh38,1386,0.5367052,0.42964065,59.942196531791915,1857.0,7.527256,1386,ASB1
ENSG00000233608,ENSG00000233608,Gene Expression,GRCh38,1903,0.83612716,0.60765857,44.99999999999999,2893.0,7.970395,1903,TWIST2
ENSG00000068024,ENSG00000068024,Gene Expression,GRCh38,924,0.32485548,0.28130338,73.29479768786126,1124.0,7.0255384,924,HDAC4
ENSG00000130414,ENSG00000130414,Gene Expression,GRCh38,2166,1.1303468,0.7562848,37.39884393063584,3911.0,8.271804,2166,NDUFA10
ENSG00000172428,ENSG00000172428,Gene Expression,GRCh38,2234,1.2589595,0.81490433,35.43352601156069,4356.0,8.3795395,2234,COPS9
ENSG00000063660,ENSG00000063660,Gene Expression,GRCh38,2232,1.3216763,0.84228945,35.49132947976879,4573.0,8.4281435,2232,GPC1
ENSG00000144504,ENSG00000144504,Gene Expression,GRCh38,429,0.13323699,0.12507813,87.60115606936417,461.0,6.135565,429,ANKMY1
ENSG00000188542,ENSG00000188542,Gene Expression,GRCh38,374,0.117052026,0.1106931,89.1907514450867,405.0,6.0063534,374,DUSP28
ENSG00000142327,ENSG00000142327,Gene Expression,GRCh38,895,0.30953756,0.26967406,74.13294797687861,1071.0,6.9772816,895,RNPEPL1
ENSG00000142330,ENSG00000142330,Gene Expression,GRCh38,1370,0.5378613,0.43039268,60.404624277456655,1861.0,7.5294065,1370,CAPN10
ENSG00000178623,ENSG00000178623,Gene Expression,GRCh38,305,0.09248555,0.088455416,91.1849710982659,320.0,5.771441,305,GPR35
ENSG00000130294,ENSG00000130294,Gene Expression,GRCh38,828,0.32485548,0.28130338,76.0693641618497,1124.0,7.0255384,828,KIF1A
ENSG00000162804,ENSG00000162804,Gene Expression,GRCh38,978,0.35722545,0.3054425,71.73410404624278,1236.0,7.1204443,978,SNED1
ENSG00000122085,ENSG00000122085,Gene Expression,GRCh38,2438,1.6407515,0.9710635,29.537572254335267,5677.0,8.644354,2438,MTERF4
ENSG00000115687,ENSG00000115687,Gene Expression,GRCh38,877,0.34393063,0.29559863,74.65317919075144,1190.0,7.0825486,877,PASK
ENSG00000115685,ENSG00000115685,Gene Expression,GRCh38,2171,1.1956648,0.78648484,37.25433526011561,4137.0,8.327968,2171,PPP1R7
ENSG00000146205,ENSG00000146205,Gene Expression,GRCh38,2189,2.517919,1.2578696,36.73410404624278,8712.0,9.072572,2189,ANO7
ENSG00000115677,ENSG00000115677,Gene Expression,GRCh38,3388,8.491907,2.2504396,2.0809248554913284,29382.0,10.288172,3388,HDLBP
ENSG00000168385,ENSG00000168385,Gene Expression,GRCh38,3397,6.0650287,1.955157,1.820809248554911,20985.0,9.951611,3397,SEPTIN2
ENSG00000006607,ENSG00000006607,Gene Expression,GRCh38,1139,0.42398843,0.35346168,67.08092485549133,1467.0,7.291656,1139,FARP2
ENSG00000115694,ENSG00000115694,Gene Expression,GRCh38,2121,1.067919,0.7265428,38.69942196531792,3695.0,8.215007,2121,STK25
ENSG00000176720,ENSG00000176720,Gene Expression,GRCh38,2035,0.98323697,0.68473035,41.1849710982659,3402.0,8.132413,2035,BOK
ENSG00000176946,ENSG00000176946,Gene Expression,GRCh38,1696,0.7485549,0.5587897,50.982658959537574,2590.0,7.8597994,1696,THAP4
ENSG00000168397,ENSG00000168397,Gene Expression,GRCh38,2033,1.0401734,0.7130348,41.24277456647398,3599.0,8.188689,2033,ATG4B
ENSG00000168393,ENSG00000168393,Gene Expression,GRCh38,557,0.18294798,0.16800961,83.90173410404624,633.0,6.452049,557,DTYMK
ENSG00000168395,ENSG00000168395,Gene Expression,GRCh38,1347,0.5575144,0.44309124,61.06936416184971,1929.0,7.565275,1347,ING5
ENSG00000180902,ENSG00000180902,Gene Expression,GRCh38,1986,1.033237,0.7096291,42.601156069364166,3575.0,8.182,1986,D2HGDH
ENSG00000154252,ENSG00000154252,Gene Expression,GRCh38,138,0.040462427,0.039665256,96.01156069364161,140.0,4.94876,138,GAL3ST2
ENSG00000188389,ENSG00000188389,Gene Expression,GRCh38,55,0.017052023,0.01690827,98.41040462427746,59.0,4.0943446,55,PDCD1
ENSG00000216921,ENSG00000216921,Gene Expression,GRCh38,196,0.05867052,0.057013895,94.33526011560693,203.0,5.31812,196,FAM240C
ENSG00000134121,ENSG00000134121,Gene Expression,GRCh38,264,0.08612717,0.08261831,92.3699421965318,298.0,5.7004437,264,CHL1
ENSG00000144619,ENSG00000144619,Gene Expression,GRCh38,153,0.045086704,0.044099852,95.57803468208093,156.0,5.056246,153,CNTN4
ENSG00000091181,ENSG00000091181,Gene Expression,GRCh38,164,0.04884393,0.04768854,95.26011560693641,169.0,5.1357985,164,IL5RA
ENSG00000072756,ENSG00000072756,Gene Expression,GRCh38,912,0.32976878,0.2850051,73.64161849710983,1141.0,7.0405364,912,TRNT1
ENSG00000113851,ENSG00000113851,Gene Expression,GRCh38,1722,0.74710983,0.5579629,50.23121387283237,2585.0,7.8578677,1722,CRBN
ENSG00000144455,ENSG00000144455,Gene Expression,GRCh38,1494,0.61069363,0.4766649,56.820809248554916,2113.0,7.6563373,1494,SUMF1
ENSG00000175928,ENSG00000175928,Gene Expression,GRCh38,475,0.15086704,0.14051561,86.27167630057804,522.0,6.2595816,475,LRRN1
ENSG00000170364,ENSG00000170364,Gene Expression,GRCh38,1195,0.4398844,0.36456284,65.46242774566474,1522.0,7.3284373,1195,SETMAR
ENSG00000150995,ENSG00000150995,Gene Expression,GRCh38,2530,1.5375723,0.93120784,26.878612716763005,5320.0,8.579416,2530,ITPR1
ENSG00000134107,ENSG00000134107,Gene Expression,GRCh38,1388,0.6213873,0.48328215,59.884393063583815,2150.0,7.673688,1388,BHLHE40
ENSG00000134109,ENSG00000134109,Gene Expression,GRCh38,1599,0.69768786,0.52926725,53.78612716763006,2414.0,7.7894545,1599,EDEM1
ENSG00000071282,ENSG00000071282,Gene Expression,GRCh38,1750,0.8268786,0.6026088,49.42196531791907,2861.0,7.959276,1750,LMCD1
ENSG00000180914,ENSG00000180914,Gene Expression,GRCh38,237,0.07890173,0.075943604,93.15028901734104,273.0,5.613128,237,OXTR
ENSG00000070950,ENSG00000070950,Gene Expression,GRCh38,419,0.13323699,0.12507813,87.89017341040463,461.0,6.135565,419,RAD18
ENSG00000196220,ENSG00000196220,Gene Expression,GRCh38,1190,0.49884394,0.4046941,65.60693641618496,1726.0,7.454141,1190,SRGAP3
ENSG00000134077,ENSG00000134077,Gene Expression,GRCh38,1107,0.42427745,0.35366464,68.00578034682081,1468.0,7.2923374,1107,THUMPD3
ENSG00000168137,ENSG00000168137,Gene Expression,GRCh38,2192,1.1861272,0.78213155,36.64739884393063,4104.0,8.319961,2192,SETD5
ENSG00000163719,ENSG00000163719,Gene Expression,GRCh38,455,0.14190751,0.13270012,86.84971098265896,491.0,6.1984787,455,MTMR14
ENSG00000156983,ENSG00000156983,Gene Expression,GRCh38,738,0.25462428,0.22683614,78.67052023121387,881.0,6.782192,738,BRPF1
ENSG00000114026,ENSG00000114026,Gene Expression,GRCh38,1233,0.45549133,0.37534353,64.36416184971098,1576.0,7.3632793,1233,OGG1
ENSG00000134072,ENSG00000134072,Gene Expression,GRCh38,1878,0.932948,0.6590463,45.72254335260115,3228.0,8.079927,1878,CAMK1
ENSG00000171148,ENSG00000171148,Gene Expression,GRCh38,2619,1.8257226,1.0387641,24.30635838150289,6317.0,8.751158,2619,TADA3
ENSG00000241553,ENSG00000241553,Gene Expression,GRCh38,3123,3.2083814,1.4370781,9.73988439306358,11101.0,9.31488,3123,ARPC4
ENSG00000214021,ENSG00000214021,Gene Expression,GRCh38,2171,1.0806358,0.7326735,37.25433526011561,3739.0,8.226841,2171,TTLL3
ENSG00000156990,ENSG00000156990,Gene Expression,GRCh38,694,0.23786128,0.2133851,79.94219653179191,823.0,6.7141705,694,RPUSD3
ENSG00000171135,ENSG00000171135,Gene Expression,GRCh38,1560,0.66271675,0.5084529,54.91329479768786,2293.0,7.7380524,1560,JAGN1
ENSG00000163701,ENSG00000163701,Gene Expression,GRCh38,864,0.30260116,0.26436317,75.02890173410405,1047.0,6.954639,864,IL17RE
ENSG00000163702,ENSG00000163702,Gene Expression,GRCh38,1591,0.7303468,0.54832184,54.017341040462426,2527.0,7.8351836,1591,IL17RC
ENSG00000163703,ENSG00000163703,Gene Expression,GRCh38,2616,1.6982659,0.9926093,24.393063583815035,5876.0,8.678802,2616,CRELD1
ENSG00000163704,ENSG00000163704,Gene Expression,GRCh38,375,0.1150289,0.108880326,89.16184971098265,398.0,5.988961,375,PRRT3
ENSG00000125037,ENSG00000125037,Gene Expression,GRCh38,1533,0.6552023,0.50392324,55.693641618497104,2267.0,7.7266536,1533,EMC3
ENSG00000144554,ENSG00000144554,Gene Expression,GRCh38,280,0.0867052,0.083150364,91.90751445086705,300.0,5.7071104,280,FANCD2
ENSG00000254999,ENSG00000254999,Gene Expression,GRCh38,3279,4.5052023,1.7056935,5.231213872832374,15588.0,9.654321,3279,BRK1
ENSG00000134086,ENSG00000134086,Gene Expression,GRCh38,1206,0.4783237,0.3909088,65.14450867052022,1655.0,7.4121604,1206,VHL
ENSG00000134070,ENSG00000134070,Gene Expression,GRCh38,245,0.076878615,0.07406668,92.91907514450867,266.0,5.587249,245,IRAK2
ENSG00000157017,ENSG00000157017,Gene Expression,GRCh38,51,0.014739884,0.014632308,98.52601156069363,51.0,3.9512436,51,GHRL
ENSG00000157020,ENSG00000157020,Gene Expression,GRCh38,2323,1.3297688,0.84576905,32.861271676300575,4601.0,8.434246,2323,SEC13
ENSG00000132164,ENSG00000132164,Gene Expression,GRCh38,92,0.027456647,0.027086474,97.34104046242774,95.0,4.564348,92,SLC6A11
ENSG00000157103,ENSG00000157103,Gene Expression,GRCh38,295,0.0916185,0.08766146,91.47398843930637,317.0,5.7620516,295,SLC6A1
ENSG00000196639,ENSG00000196639,Gene Expression,GRCh38,133,0.04017341,0.039387442,96.15606936416185,139.0,4.9416423,133,HRH1
ENSG00000197548,ENSG00000197548,Gene Expression,GRCh38,1312,0.5066474,0.40988693,62.080924855491325,1753.0,7.469654,1312,ATG7
ENSG00000144560,ENSG00000144560,Gene Expression,GRCh38,2021,1.0011561,0.69372505,41.589595375722546,3464.0,8.150468,2021,VGLL4
ENSG00000144559,ENSG00000144559,Gene Expression,GRCh38,628,0.20780347,0.1888034,81.84971098265896,719.0,6.5792513,628,TAMM41
ENSG00000157152,ENSG00000157152,Gene Expression,GRCh38,101,0.029479768,0.029053595,97.08092485549133,102.0,4.634729,101,SYN2
ENSG00000157150,ENSG00000157150,Gene Expression,GRCh38,290,0.08930636,0.08554113,91.61849710982659,309.0,5.7365723,290,TIMP4
ENSG00000132170,ENSG00000132170,Gene Expression,GRCh38,673,0.23034681,0.20729609,80.54913294797687,797.0,6.6821084,673,PPARG
ENSG00000154743,ENSG00000154743,Gene Expression,GRCh38,870,0.2982659,0.26102945,74.85549132947978,1032.0,6.9402223,870,TSEN2
ENSG00000075975,ENSG00000075975,Gene Expression,GRCh38,1208,0.44393063,0.367369,65.08670520231215,1536.0,7.337588,1208,MKRN2
ENSG00000132155,ENSG00000132155,Gene Expression,GRCh38,2193,1.1540463,0.76734805,36.618497109826585,3993.0,8.292548,2193,RAF1
ENSG00000088726,ENSG00000088726,Gene Expression,GRCh38,271,0.086416185,0.08288438,92.16763005780346,299.0,5.7037826,271,TMEM40
ENSG00000144712,ENSG00000144712,Gene Expression,GRCh38,560,0.1815029,0.16678727,83.8150289017341,628.0,6.4441314,560,CAND2
ENSG00000144711,ENSG00000144711,Gene Expression,GRCh38,1635,0.69306356,0.5265396,52.74566473988439,2398.0,7.7828074,1635,IQSEC1
ENSG00000132182,ENSG00000132182,Gene Expression,GRCh38,490,0.15751445,0.146275,85.83815028901734,545.0,6.302619,490,NUP210
ENSG00000163517,ENSG00000163517,Gene Expression,GRCh38,1569,0.6361272,0.49233198,54.653179190751445,2201.0,7.697121,1569,HDAC11
ENSG00000163520,ENSG00000163520,Gene Expression,GRCh38,2803,2.3609827,1.2122334,18.988439306358384,8169.0,9.0082245,2803,FBLN2
ENSG00000163528,ENSG00000163528,Gene Expression,GRCh38,724,0.2450867,0.21920517,79.07514450867052,848.0,6.744059,724,CHCHD4
ENSG00000170876,ENSG00000170876,Gene Expression,GRCh38,2653,1.649133,0.97423244,23.323699421965316,5706.0,8.649448,2653,TMEM43
ENSG00000154767,ENSG00000154767,Gene Expression,GRCh38,2294,1.267341,0.8186078,33.699421965317924,4385.0,8.386173,2294,XPC
ENSG00000170860,ENSG00000170860,Gene Expression,GRCh38,238,0.073121384,0.07057159,93.121387283237,253.0,5.5373344,238,LSM3
ENSG00000144596,ENSG00000144596,Gene Expression,GRCh38,96,0.028901733,0.028491955,97.22543352601156,100.0,4.6151204,96,GRIP2
ENSG00000154781,ENSG00000154781,Gene Expression,GRCh38,1252,0.48208094,0.39344713,63.8150289017341,1668.0,7.41998,1252,CCDC174
ENSG00000154783,ENSG00000154783,Gene Expression,GRCh38,1152,0.4199422,0.35061616,66.70520231213872,1453.0,7.2820735,1152,FGD5
ENSG00000177463,ENSG00000177463,Gene Expression,GRCh38,1534,0.6300578,0.48861548,55.664739884393065,2180.0,7.6875386,1534,NR2C2
ENSG00000131381,ENSG00000131381,Gene Expression,GRCh38,1090,0.39277455,0.33129784,68.4971098265896,1359.0,7.21524,1090,RBSN
ENSG00000131375,ENSG00000131375,Gene Expression,GRCh38,2043,0.98554915,0.6858955,40.95375722543353,3410.0,8.134761,2043,CAPN7
ENSG00000131370,ENSG00000131370,Gene Expression,GRCh38,1826,0.8638728,0.62265646,47.225433526011564,2989.0,8.003029,1826,SH3BP5
ENSG00000206562,ENSG00000206562,Gene Expression,GRCh38,652,0.21734104,0.196669,81.15606936416185,752.0,6.6240654,652,METTL6
ENSG00000144597,ENSG00000144597,Gene Expression,GRCh38,827,0.28641617,0.2518602,76.09826589595376,991.0,6.899723,827,EAF1
ENSG00000206561,ENSG00000206561,Gene Expression,GRCh38,419,0.12919076,0.12150123,87.89017341040463,447.0,6.104793,419,COLQ
ENSG00000131373,ENSG00000131373,Gene Expression,GRCh38,1169,0.4479769,0.37016732,66.21387283236994,1550.0,7.3466554,1169,HACL1
ENSG00000169814,ENSG00000169814,Gene Expression,GRCh38,1256,0.4815029,0.39305705,63.699421965317924,1666.0,7.418781,1256,BTD
ENSG00000206560,ENSG00000206560,Gene Expression,GRCh38,1100,0.4020231,0.33791625,68.20809248554913,1391.0,7.238497,1100,ANKRD28
ENSG00000131386,ENSG00000131386,Gene Expression,GRCh38,132,0.040751446,0.039942995,96.18497109826589,141.0,4.955827,132,GALNT15
ENSG00000154813,ENSG00000154813,Gene Expression,GRCh38,1124,0.41531792,0.34735417,67.51445086705202,1437.0,7.2710085,1124,DPH3
ENSG00000154814,ENSG00000154814,Gene Expression,GRCh38,305,0.0916185,0.08766146,91.1849710982659,317.0,5.7620516,305,OXNAD1
ENSG00000131378,ENSG00000131378,Gene Expression,GRCh38,901,0.31242776,0.27187866,73.95953757225433,1081.0,6.9865665,901,RFTN1
ENSG00000154822,ENSG00000154822,Gene Expression,GRCh38,741,0.24306358,0.21757896,78.58381502890174,841.0,6.7357802,741,PLCL2
ENSG00000131374,ENSG00000131374,Gene Expression,GRCh38,1823,0.8303468,0.6045055,47.3121387283237,2873.0,7.96346,1823,TBC1D5
ENSG00000182568,ENSG00000182568,Gene Expression,GRCh38,1401,0.6277457,0.48719603,59.50867052023121,2172.0,7.683864,1401,SATB1
ENSG00000183960,ENSG00000183960,Gene Expression,GRCh38,78,0.022543352,0.022293007,97.7456647398844,78.0,4.3694477,78,KCNH8
ENSG00000163576,ENSG00000163576,Gene Expression,GRCh38,70,0.020809248,0.020595694,97.97687861271676,72.0,4.2904596,70,EFHB
ENSG00000144566,ENSG00000144566,Gene Expression,GRCh38,3005,2.7887282,1.3320304,13.150289017341043,9649.0,9.174713,3005,RAB5A
ENSG00000114166,ENSG00000114166,Gene Expression,GRCh38,1247,0.4901734,0.3988925,63.95953757225434,1696.0,7.4366174,1247,KAT2B
ENSG00000151789,ENSG00000151789,Gene Expression,GRCh38,293,0.08901734,0.08527577,91.53179190751445,308.0,5.733341,293,ZNF385D
ENSG00000182247,ENSG00000182247,Gene Expression,GRCh38,2632,1.7124277,0.9978441,23.930635838150295,5925.0,8.687105,2632,UBE2E2
ENSG00000170142,ENSG00000170142,Gene Expression,GRCh38,2416,1.3895954,0.871124,30.173410404624278,4808.0,8.478245,2416,UBE2E1
ENSG00000197885,ENSG00000197885,Gene Expression,GRCh38,782,0.25635839,0.22821736,77.39884393063583,887.0,6.788972,782,NKIRAS1
ENSG00000151090,ENSG00000151090,Gene Expression,GRCh38,1074,0.4286127,0.35670385,68.95953757225433,1483.0,7.3024964,1074,THRB
ENSG00000077092,ENSG00000077092,Gene Expression,GRCh38,940,0.32543352,0.2817396,72.83236994219652,1126.0,7.0273147,940,RARB
ENSG00000077097,ENSG00000077097,Gene Expression,GRCh38,3049,2.9702313,1.3788244,11.878612716763005,10277.0,9.237761,3049,TOP2B
ENSG00000151092,ENSG00000151092,Gene Expression,GRCh38,1002,0.37254336,0.31666547,71.04046242774567,1289.0,7.1623974,1002,NGLY1
ENSG00000151093,ENSG00000151093,Gene Expression,GRCh38,517,0.16791907,0.1552236,85.05780346820809,581.0,6.3664703,517,OXSM
ENSG00000163491,ENSG00000163491,Gene Expression,GRCh38,191,0.056647398,0.055101063,94.47976878612717,196.0,5.2832036,191,NEK10
ENSG00000033867,ENSG00000033867,Gene Expression,GRCh38,1243,0.4702312,0.38541967,64.07514450867052,1627.0,7.3951077,1243,SLC4A7
ENSG00000163508,ENSG00000163508,Gene Expression,GRCh38,98,0.02919075,0.028772814,97.16763005780346,101.0,4.624973,98,EOMES
ENSG00000187118,ENSG00000187118,Gene Expression,GRCh38,1641,0.70404625,0.5330056,52.57225433526011,2436.0,7.798523,1641,CMC1
ENSG00000163512,ENSG00000163512,Gene Expression,GRCh38,1419,0.59393066,0.4662031,58.98843930635837,2055.0,7.6285176,1419,AZI2
ENSG00000206559,ENSG00000206559,Gene Expression,GRCh38,454,0.14566474,0.13598502,86.878612716763,504.0,6.2245584,454,ZCWPW2
ENSG00000144642,ENSG00000144642,Gene Expression,GRCh38,1636,0.6968208,0.5287564,52.716763005780344,2411.0,7.7882113,1636,RBMS3
ENSG00000163513,ENSG00000163513,Gene Expression,GRCh38,2702,1.8473989,1.0464059,21.907514450867048,6392.0,8.762959,2702,TGFBR2
ENSG00000163527,ENSG00000163527,Gene Expression,GRCh38,2585,1.8797687,1.0577099,25.289017341040466,6504.0,8.780327,2585,STT3B
ENSG00000144645,ENSG00000144645,Gene Expression,GRCh38,1472,0.6280347,0.4873736,57.45664739884393,2173.0,7.6843243,1472,OSBPL10
ENSG00000197385,ENSG00000197385,Gene Expression,GRCh38,325,0.10144509,0.09662303,90.60693641618496,351.0,5.8636312,325,ZNF860
ENSG00000152642,ENSG00000152642,Gene Expression,GRCh38,2486,1.9312139,1.0754166,28.150289017341045,6682.0,8.8073225,2486,GPD1L
ENSG00000170293,ENSG00000170293,Gene Expression,GRCh38,881,0.32890174,0.28435284,74.53757225433526,1138.0,7.037906,881,CMTM8
ENSG00000153551,ENSG00000153551,Gene Expression,GRCh38,551,0.1815029,0.16678727,84.07514450867052,628.0,6.4441314,551,CMTM7
ENSG00000091317,ENSG00000091317,Gene Expression,GRCh38,2285,1.4765896,0.9068824,33.95953757225434,5109.0,8.538955,2285,CMTM6
ENSG00000144635,ENSG00000144635,Gene Expression,GRCh38,1341,0.52543354,0.42227864,61.24277456647399,1818.0,7.506042,1341,DYNC1LI1
ENSG00000182973,ENSG00000182973,Gene Expression,GRCh38,1395,0.5780347,0.4561802,59.6820809248555,2000.0,7.6014023,1395,CNOT10
ENSG00000183813,ENSG00000183813,Gene Expression,GRCh38,69,0.021098265,0.020878779,98.00578034682081,73.0,4.304065,69,CCR4
ENSG00000170266,ENSG00000170266,Gene Expression,GRCh38,1429,0.5942196,0.46638435,58.699421965317924,2056.0,7.629004,1429,GLB1
ENSG00000188167,ENSG00000188167,Gene Expression,GRCh38,341,0.10635838,0.10107388,90.14450867052022,368.0,5.9107966,341,TMPPE
ENSG00000170275,ENSG00000170275,Gene Expression,GRCh38,2642,1.6494219,0.9743415,23.641618497109828,5707.0,8.649624,2642,CRTAP
ENSG00000173705,ENSG00000173705,Gene Expression,GRCh38,215,0.07109827,0.06868454,93.78612716763006,246.0,5.5093884,215,SUSD5
ENSG00000153558,ENSG00000153558,Gene Expression,GRCh38,738,0.24595375,0.21990131,78.67052023121387,851.0,6.7475867,738,FBXL2
ENSG00000153560,ENSG00000153560,Gene Expression,GRCh38,2395,1.2604046,0.81554383,30.780346820809246,4361.0,8.380686,2395,UBP1
ENSG00000163539,ENSG00000163539,Gene Expression,GRCh38,2476,1.3971099,0.87426376,28.4393063583815,4834.0,8.483637,2476,CLASP2
ENSG00000170248,ENSG00000170248,Gene Expression,GRCh38,2609,1.7407514,1.0082321,24.595375722543356,6023.0,8.703506,2609,PDCD6IP
ENSG00000144681,ENSG00000144681,Gene Expression,GRCh38,926,0.33439305,0.28847656,73.23699421965317,1157.0,7.0544496,926,STAC
ENSG00000168016,ENSG00000168016,Gene Expression,GRCh38,1347,0.52861273,0.4243606,61.06936416184971,1829.0,7.512071,1347,TRANK1
ENSG00000178567,ENSG00000178567,Gene Expression,GRCh38,2040,1.0687861,0.72696203,41.04046242774566,3698.0,8.215817,2040,EPM2AIP1
ENSG00000076242,ENSG00000076242,Gene Expression,GRCh38,695,0.23236994,0.2089391,79.91329479768787,804.0,6.690842,695,MLH1
ENSG00000093167,ENSG00000093167,Gene Expression,GRCh38,2544,2.0609827,1.118736,26.47398843930636,7131.0,8.872347,2544,LRRFIP2
ENSG00000144674,ENSG00000144674,Gene Expression,GRCh38,2850,2.7578034,1.3238345,17.630057803468212,9542.0,9.163563,2850,GOLGA4
ENSG00000144668,ENSG00000144668,Gene Expression,GRCh38,1677,0.6939306,0.5270516,51.531791907514446,2401.0,7.784057,1677,ITGA9
ENSG00000144677,ENSG00000144677,Gene Expression,GRCh38,1814,0.81907517,0.59832823,47.57225433526011,2834.0,7.949797,1814,CTDSPL
ENSG00000136059,ENSG00000136059,Gene Expression,GRCh38,1114,0.43236995,0.3593304,67.80346820809248,1496.0,7.3112183,1114,VILL
ENSG00000187091,ENSG00000187091,Gene Expression,GRCh38,768,0.25895953,0.23028561,77.80346820809248,896.0,6.799056,768,PLCD1
ENSG00000008226,ENSG00000008226,Gene Expression,GRCh38,80,0.023410404,0.023140583,97.6878612716763,81.0,4.406719,80,DLEC1
